ts,who,where_maybe,note
2026-09-12T13:41:34Z,CPT James MacLeod,,got 10 pounds off Echo well here at Papa crossroads. logged. macleod
2026-09-12T13:42:21Z,CPT Riley Petrov,,Anchor-M8 this is Anchor-R6. sending 25 lb from Romeo water point to Mike mosque courtyard. count it on arrival. over
2026-09-12T13:43:08Z,SFC Sofia Petrov,,got 25 pounds off Romeo water point here at Mike mosque courtyard. logged. petrov
2026-09-12T13:43:55Z,CPL James Okonkwo,,got 20 pounds off Mike mosque courtyard here at Willow helipad. logged. okonkwo
2026-09-12T13:44:42Z,CPT James Okafor,,Anchor-P7 this is Anchor-S9. sending 5 lb from Sierra water point to Papa crossroads. count it on arrival. over
2026-09-12T13:45:29Z,LT Diego Hassan,,Anchor-P7 this is Anchor-E1. sending 20 lb from Echo well to Papa crossroads. count it on arrival. over
2026-09-12T14:00:00Z,SGT Chris Singh,,got 10 pounds off Papa crossroads here at Foxtrot helipad. logged. singh
2026-09-12T14:00:47Z,SPC James Singh,,got 50 pounds off Papa crossroads here at Copper mosque courtyard. logged. singh
2026-09-12T14:01:34Z,CPT James Okafor,,Anchor-N2 this is Anchor-S9. sending 5 lb from Sierra water point to November mosque courtyard. count it on arrival. over
2026-09-12T14:02:21Z,CPT James MacLeod,,Anchor-F8 this is Anchor-P7. sending 10 lb from Papa crossroads to Foxtrot helipad. count it on arrival. over
2026-09-12T14:03:08Z,PFC Malik Alvarez,,Anchor-A7 this is Anchor-K2. sending 5 lb from Kilo schoolhouse to Alpha water point. count it on arrival. over
2026-09-12T14:03:55Z,CPT James MacLeod,,Anchor-C4 this is Anchor-P7. sending 50 lb from Papa crossroads to Copper mosque courtyard. count it on arrival. over
2026-09-12T14:04:42Z,SSG Greta Hassan,,got 5 pounds off Kilo schoolhouse here at Alpha water point. logged. hassan
2026-09-12T14:05:29Z,LT Nina Berg,,got 5 pounds off Sierra water point here at November mosque courtyard. logged. berg
2026-09-12T14:31:00Z,SGT Omar Vasquez,,correction that last runner was 40 kg not lb wait no 40 kg
2026-09-12T14:44:00Z,SGT Omar Vasquez,,also sent 40 lbs over to Sandpit railhead; same runner loop. log it.
2026-09-12T16:00:00Z,SSG Greta Hassan,,EOD Alpha water point: in 30 lb; out 0 lb; on-hand 30 lb. Anchor-A7 closing books.
2026-09-12T16:00:47Z,LT Elena Rahman,,EOD Charlie forward cache: in 50 lb; out 30 lb; on-hand 20 lb. Charlie-Actual closing books.
2026-09-12T16:01:34Z,SPC Sam Hale,,EOD Tango ridge hub: in 10 lb; out 10 lb; on-hand 0 lb. Tango-Actual closing books.
2026-09-12T16:02:21Z,PVT Aisha Nair,,EOD Maple mill: in 20 lb; out 0 lb; on-hand 20 lb. Anchor-M6 closing books.
2026-09-12T16:03:08Z,CPL Elena Kowalski,,EOD Golf forward cache: in 195 lb; out 195 lb; on-hand 0 lb. Golf-Actual closing books.
2026-09-12T16:03:55Z,SGT Omar Vasquez,,EOD Juliet ridge hub: in 115 lb; out 115 lb; on-hand 0 lb. Juliet-Actual closing books.
2026-09-12T16:15:00Z,LT Sofia Hale,,EOD Harbor quarry: in 50 lb; out 30 lb; on-hand 20 lb. Anchor-H7 closing books.
2026-09-12T16:15:47Z,CPT Riley Petrov,,EOD Romeo water point: in 40 lb; out 25 lb; on-hand 15 lb. Anchor-R6 closing books.
2026-09-12T16:16:34Z,PFC Malik Alvarez,,EOD Kilo schoolhouse: in 70 lb; out 5 lb; on-hand 65 lb. Anchor-K2 closing books.
2026-09-12T16:17:21Z,SGT Chris Singh,,EOD Foxtrot helipad: in 30 lb; out 0 lb; on-hand 30 lb. Anchor-F8 closing books.
2026-09-12T16:18:08Z,CPL James Okonkwo,,EOD Willow helipad: in 30 lb; out 0 lb; on-hand 30 lb. Anchor-W3 closing books.
2026-09-12T16:18:55Z,CPT James Okafor,,EOD Sierra water point: in 25 lb; out 10 lb; on-hand 15 lb. Anchor-S9 closing books.
2026-09-12T16:30:00Z,SGT Keiko Alvarez,,EOD Whiskey bridge: in 5 lb; out 0 lb; on-hand 5 lb. Anchor-W7 closing books.
2026-09-12T16:30:47Z,SFC Sofia Petrov,,EOD Mike mosque courtyard: in 55 lb; out 20 lb; on-hand 35 lb. Anchor-M8 closing books.
2026-09-12T16:31:34Z,LT Nina Berg,,EOD November mosque courtyard: in 30 lb; out 10 lb; on-hand 20 lb. Anchor-N2 closing books.
2026-09-12T16:32:21Z,PVT Leo Chen,,EOD Victor farm: in 40 lb; out 5 lb; on-hand 35 lb. Anchor-V8 closing books.
2026-09-12T16:33:08Z,CPT James MacLeod,,EOD Papa crossroads: in 65 lb; out 60 lb; on-hand 5 lb. Anchor-P7 closing books.
2026-09-12T16:33:55Z,LT Diego Hassan,,EOD Echo well: in 65 lb; out 20 lb; on-hand 45 lb. Anchor-E1 closing books.
2026-09-12T16:45:00Z,LT Diego Vasquez,,EOD Hotel farm: in 40 lb; out 0 lb; on-hand 40 lb. Anchor-H5 closing books.
2026-09-12T16:45:47Z,CPT Priya Khan,,EOD Cedar crossroads: in 5 lb; out 0 lb; on-hand 5 lb. Anchor-C2 closing books.
2026-09-12T16:46:34Z,SPC James Singh,,EOD Copper mosque courtyard: in 95 lb; out 0 lb; on-hand 95 lb. Anchor-C4 closing books.
2026-09-12T16:47:21Z,PFC Noah Nair,,EOD Bravo water point: in 155 lb; out 55 lb; on-hand 100 lb. Anchor-B9 closing books.
2026-09-12T16:48:08Z,SGT Nina Nguyen,,EOD Lima farm: in 45 lb; out 40 lb; on-hand 5 lb. Anchor-L9 closing books.
