ts,who,where_maybe,note
2026-09-12T16:01:34Z,CPL Diego Okonkwo,,EOD Lima ridge hub: in 50 lb; out 50 lb; on-hand 0 lb. Lima-Actual closing books.
2026-09-12T16:02:21Z,SGT Omar Volkov,,EOD Xray junction: in 35 lb; out 35 lb; on-hand 0 lb. Xray-Actual closing books.
2026-09-12T16:03:08Z,LT June Singh,,EOD Tango ridge hub: in 55 lb; out 55 lb; on-hand 0 lb. Tango-Actual closing books.
2026-09-12T16:03:55Z,SSG Leo Ruiz,,EOD India forward cache: in 405 lb; out 385 lb; on-hand 20 lb. India-Actual closing books.
2026-09-12T16:15:00Z,CPL Noah Khan,,EOD Granite market: in 10 lb; out 0 lb; on-hand 10 lb. Anchor-G9 closing books.
2026-09-12T16:15:47Z,PFC Elena Berg,,EOD Alpha mosque courtyard: in 90 lb; out 5 lb; on-hand 85 lb. Anchor-A4 closing books.
2026-09-12T16:16:34Z,CPL Amelia Berg,,EOD Cedar orchard: in 25 lb; out 10 lb; on-hand 15 lb. Anchor-C6 closing books.
2026-09-12T16:17:21Z,PVT Priya Nguyen,,EOD Delta water point: in 36 lb; out 0 lb; on-hand 36 lb. Anchor-D3 closing books.
2026-09-12T16:18:08Z,PFC Tom Singh,,EOD Juliet warehouse: in 19 lb; out 0 lb; on-hand 19 lb. Anchor-J3 closing books.
2026-09-12T16:18:55Z,CPT Maya Bennett,,EOD Charlie checkpoint: in 10 lb; out 0 lb; on-hand 10 lb. Anchor-C6 closing books.
2026-09-12T16:30:00Z,PVT Priya Hassan,,EOD Willow bridge: in 285 lb; out 60 lb; on-hand 225 lb. Anchor-W1 closing books.
2026-09-12T16:30:47Z,SGT Sam Alvarez,,EOD Golf well: in 180 lb; out 0 lb; on-hand 180 lb. Anchor-G5 closing books.
